region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,totalspend,pred_total_spend
3,3.0,0,64,5,15,3,1,0,11,4,0,62,4.127134385045092,3,17.5,0.42314999999999997,-0.8600285528660221,10.42685,2.344384209974624,0,4,1,18,4,2,0,0,0,0,0,0,0,0,1,3,40,5,3,1,0,31.900000000000002,2,0,0,1,1,25.0,1,0,0,1,0,0,0,0,0,0,9,6,1,0,1,1,2,2,0,39,5,3,4,3,0,30,5,0,3,72,0,73.55,4.297965447047447,5166.2,8.549892687579254,0,0.0,,0.0,,1,44.55,3.796612153916818,3259.85,8.089436461032218,1,52.5,3.960813169597578,3775.0,8.236155661683124,0,0.0,,0.0,,1,0,0,0,0,0,0,0,0,1,16,1,1,1,0,1,0,1,0,1,0,0,0,549.83,655.7571214322248
1,1.0,0,75,6,11,1,2,0,11,4,1,11,2.3978952727983707,1,8.0,0.22616,-1.4865125655968021,0.65384,-0.4248926057742628,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,6,2,1,1,1,5.7,1,0,1,3,2,29.0,0,0,1,0,0,0,0,0,0,0,9,3,0,1,0,2,1,1,0,14,4,1,2,4,1,13,4,0,3,42,0,11.45,2.4379897300002487,457.4,6.125558281588681,0,0.0,,0.0,,0,0.0,,0.0,,1,15.25,2.7245795030534206,660.0,6.492239835020471,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0,365.28000000000003,247.26687146996397
1,1.0,0,74,6,19,4,1,1,20,5,1,108,4.68213122712422,4,9.3,4.549932,1.5151122877962355,5.494068,1.7036689647351828,0,5,1,16,3,2,5,0,0,0,0,0,0,5,1,3,45,5,1,1,1,39.800000000000004,2,0,1,4,3,27.0,0,0,1,1,0,0,0,0,0,0,9,5,0,1,1,4,1,1,0,35,5,2,3,4,0,26,5,0,3,69,0,22.65,3.120159851929043,1550.1,7.346074723961249,0,0.0,,0.0,,0,0.0,,0.0,,1,32.75,3.488902962081261,2260.0,7.723120092266331,0,0.0,,0.0,,1,0,0,2,1,0,0,1,1,1,23,1,1,1,0,1,1,1,0,1,0,0,0,970.85,462.2671787664447
2,2.0,1,20,2,15,3,2,0,0,1,0,19,2.9444389791664403,1,7.6,0.28013599999999994,-1.2724800794481745,1.163864,0.15174550399512574,1,1,0,-1,-1,1,4,0,0,0,1,0,0,3,1,1,0,1,2,1,0,7.6000000000000005,1,1,0,1,1,24.0,1,0,0,0,1,0,0,0,0,0,9,3,0,0,1,4,1,4,0,1,1,2,1,1,0,1,1,1,3,1,1,2.1,0.7419373447293773,2.1,0.7419373447293773,0,0.0,,0.0,,1,25.55,3.2406373166497136,25.55,3.2406373166497136,0,0.0,,0.0,,0,0.0,,0.0,,0,0,1,3,0,0,0,0,1,1,27,0,1,0,0,1,1,1,0,0,0,1,1,163.53000000000003,254.67903338365727
3,4.0,0,65,6,15,3,2,0,6,3,1,26,3.258096538021482,2,11.1,0.7070700000000001,-0.34662560808573084,2.1789300000000003,0.7788339306185669,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,39,5,1,1,0,15.200000000000001,1,0,0,10,5,26.0,0,0,0,0,0,0,0,1,0,1,2,2,1,0,0,2,2,3,1,37,5,1,2,3,0,27,5,1,3,70,1,68.1,4.220977213155467,4632.0,8.440744019252831,0,0.0,,0.0,,1,35.8,3.5779478934066544,2430.95,7.796037406436979,1,31.75,3.457892725338701,2110.0,7.6544432264701125,0,0.0,,0.0,,1,0,0,1,0,0,0,0,0,1,12,1,1,1,1,1,1,1,0,1,0,0,0,384.83,459.6251481110184
1,5.0,1,66,6,16,3,2,0,3,2,0,21,3.044522437723423,1,21.2,1.709568,0.5362407070188882,2.742432,1.0088451179646811,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,13,3,0,-1,-1,-1.0,-1,-1,1,8,4,25.0,0,0,1,1,0,0,1,1,0,0,9,6,0,0,0,5,4,3,0,28,5,3,1,4,0,23,5,1,1,62,0,10.2,2.322387720290225,625.05,6.437831646536572,0,0.0,,0.0,,0,0.0,,0.0,,1,24.0,3.1780538303479458,1485.0,7.3031700512368,0,0.0,,0.0,,1,0,0,0,1,1,0,0,0,1,27,1,1,1,1,0,0,1,0,1,0,0,0,411.25,285.5198672621737
4,2.0,1,45,4,19,4,3,0,10,3,0,82,4.406719247264253,4,7.000000000000001,1.90568,0.6448389002658266,3.83432,1.3439921048859838,0,5,1,21,5,2,0,0,0,0,0,0,0,0,0,1,23,4,2,1,1,50.5,3,1,0,1,1,19.0,1,0,1,1,0,0,1,0,0,1,9,5,0,1,1,2,3,2,0,8,3,1,4,2,0,6,3,1,3,14,1,2.25,0.8109302162163288,24.65,3.204776900488699,0,0.0,,0.0,,1,31.35,3.4452142670789296,438.25,6.082789523801344,1,9.25,2.224623551524334,85.0,4.442651256490317,0,0.0,,0.0,,0,0,1,4,0,0,0,1,0,1,20,1,1,1,0,1,1,1,1,0,0,0,0,543.65,485.96180502239025
2,1.0,1,44,4,13,2,5,1,13,4,0,60,4.0943445622221,3,12.5,2.2125,0.7941230978999475,5.2875,1.6653455443723963,0,4,1,17,4,2,3,0,0,0,3,0,0,0,1,3,14,3,2,1,0,35.5,2,1,1,1,1,12.0,1,0,0,0,0,0,0,0,0,0,2,6,1,0,1,3,1,3,1,26,5,4,2,3,0,27,5,1,1,70,0,32.3,3.475067230228611,2239.45,7.713985578985971,0,0.0,,0.0,,0,0.0,,0.0,,1,14.5,2.6741486494265287,1045.0,6.951772164398911,0,0.0,,0.0,,1,0,0,0,0,1,1,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0,736.6400000000001,610.1135166922147
5,3.0,1,59,5,11,1,6,1,21,5,0,100,4.605170185988092,4,5.8999999999999995,1.8643999999999998,0.6229392855164487,4.0356,1.3951549895520872,0,3,0,-1,-1,1,6,0,1,0,0,3,0,2,1,4,35,5,3,1,0,57.1,3,0,0,1,1,21.0,1,0,0,0,1,0,0,1,0,0,4,4,0,1,1,2,1,1,0,30,5,3,3,1,0,23,5,0,1,63,0,20.0,2.995732273553991,1292.85,7.1646043627615175,0,0.0,,0.0,,0,0.0,,0.0,,1,24.0,3.1780538303479458,1440.0,7.272398392570047,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,419.83,462.3052089889631
1,3.0,1,38,4,15,3,1,0,8,3,0,81,4.394449154672439,4,10.9,4.32621,1.4646918700419806,4.502790000000001,1.5046972046556801,0,4,1,10,1,2,0,0,0,0,0,0,0,0,1,1,11,3,1,1,1,30.6,2,1,0,1,1,28.0,1,0,0,0,0,0,0,0,0,0,9,6,1,1,0,4,4,2,0,1,1,1,1,1,0,1,1,0,3,1,1,1.4,0.3364722366212129,1.4,0.3364722366212129,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,1,0,0,0,0,0,0,895.65,503.7842411305226
2,3.0,0,65,6,13,2,3,1,9,3,0,34,3.5263605246161616,2,17.299999999999997,2.5174959999999995,0.9232647567314628,3.364504,1.213280552529464,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,30,5,3,1,0,15.200000000000001,1,1,0,1,1,20.0,1,1,0,1,0,0,0,0,0,1,9,5,0,0,0,1,2,4,1,17,5,4,4,1,0,11,4,1,1,36,0,6.4,1.8562979903656263,241.75,5.487904134333403,1,19.5,2.970414465569701,723.25,6.583754943856245,0,0.0,,0.0,,1,20.5,3.0204248861443626,705.0,6.558197802812269,0,0.0,,0.0,,0,0,0,2,1,0,1,1,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0,1601.25,644.5881388317714
1,1.0,1,26,3,15,3,2,0,1,1,0,23,3.1354942159291497,1,10.299999999999999,0.6159399999999999,-0.484605722789961,1.7530599999999998,0.5613628323927267,1,4,0,-1,-1,1,5,0,0,0,0,0,0,5,0,2,2,1,2,1,1,14.8,1,0,1,1,1,19.0,1,0,1,1,0,0,0,0,0,1,9,3,1,0,0,3,1,3,0,5,2,2,4,2,0,2,2,1,1,8,1,5.15,1.6389967146756448,58.4,4.067315889834181,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,2,0,0,0,0,0,1,14,1,0,1,0,1,1,0,0,0,1,0,0,442.72,277.4772757428565
1,3.0,0,70,6,16,3,1,0,11,4,0,107,4.672828834461906,4,14.099999999999998,1.1918729999999997,0.1755260193428216,13.895126999999999,2.631538203131107,0,5,0,-1,-1,1,3,2,0,0,1,0,0,0,0,2,13,3,1,1,0,54.2,3,0,1,8,4,30.0,0,0,0,0,1,0,0,1,0,0,9,6,0,1,0,5,4,3,0,25,5,3,4,2,0,20,5,0,3,56,0,12.75,2.5455312716044354,760.4,6.633844610614274,1,33.0,3.4965075614664802,1824.55,7.509088660269428,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,1,1,1,1,1,1,1,1,0,1,24,1,1,1,0,1,1,0,0,1,0,0,0,267.75,525.7958157565552
5,5.0,1,65,6,18,4,1,0,17,5,0,66,4.189654742026425,3,6.9,2.609442,0.9591364053741503,1.9445580000000002,0.6650347018880355,0,4,1,19,4,2,0,0,0,0,0,0,0,0,1,2,30,5,3,1,1,31.5,2,0,1,8,4,36.0,1,0,0,0,1,0,0,1,1,0,9,4,0,1,1,4,2,1,0,25,5,1,2,4,1,21,5,0,2,65,0,22.5,3.1135153092103742,1397.15,7.242189726434919,0,0.0,,0.0,,0,0.0,,0.0,,1,32.75,3.488902962081261,2075.0,7.637716432664798,0,0.0,,0.0,,1,0,0,2,0,1,0,0,0,1,21,1,1,1,0,1,1,0,0,1,0,1,0,459.82000000000005,436.66751049472913
5,5.0,1,61,5,9,1,1,1,31,5,0,107,4.672828834461906,4,3.5999999999999996,1.88748,0.6352426060584144,1.9645199999999998,0.6752479406721135,0,4,0,-1,-1,3,4,0,0,0,0,0,0,4,0,2,18,4,2,1,0,44.1,3,0,1,4,3,27.0,1,0,1,1,0,0,0,1,1,0,9,4,0,0,0,1,4,4,1,29,5,2,4,2,0,18,5,0,2,63,0,11.6,2.451005098112319,695.8,6.545062262717842,1,18.25,2.9041650800285006,1136.6,7.035796628863021,0,0.0,,0.0,,1,8.75,2.169053700369523,530.0,6.272877006546167,0,0.0,,0.0,,0,0,0,0,0,1,1,1,0,1,22,1,1,1,0,0,0,1,0,1,0,1,0,857.0,773.3552635095107
3,4.0,0,63,5,13,2,2,0,3,2,0,69,4.23410650459726,3,3.5000000000000004,1.335495,0.28930200964473385,1.079505,0.07650260273596773,0,3,0,-1,-1,1,1,0,0,0,0,0,0,1,1,4,15,3,4,1,1,53.2,3,1,1,1,1,22.0,1,0,1,1,0,0,0,1,0,0,9,4,1,1,1,4,4,1,0,19,5,2,2,4,0,16,5,1,3,45,1,7.8,2.0541237336955462,346.95,5.849180677345558,0,0.0,,0.0,,1,28.6,3.353406717825807,1210.0,7.098375638590786,1,10.0,2.302585092994046,395.0,5.978885764901122,0,0.0,,0.0,,0,0,0,3,0,0,0,0,0,1,18,1,1,1,0,1,0,1,0,1,0,0,0,843.63,412.50426324201584
1,4.0,1,70,6,11,1,3,0,29,5,0,224,5.4116460518550396,5,2.6,1.3686399999999999,0.31381754605640666,4.45536,1.4941078657387836,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,34,5,0,-1,-1,-1.0,-1,-1,0,7,4,19.0,0,0,0,0,0,0,1,0,0,1,9,6,1,1,0,1,1,2,0,37,5,3,1,4,1,27,5,1,2,71,0,28.8,3.3603753871419,2049.45,7.625326743452606,1,60.0,4.0943445622221,4276.45,8.360878505148442,0,0.0,,0.0,,1,12.0,2.4849066497880004,800.0,6.684611727667927,0,0.0,,0.0,,0,1,1,0,1,1,1,1,0,1,16,1,1,1,1,0,0,0,0,1,0,0,0,855.95,953.1643565071944
4,4.0,0,64,5,22,5,6,0,21,5,1,28,3.332204510175204,2,8.1,1.2950280000000003,0.258532316539379,0.972972,-0.0273999741886145,0,4,1,20,5,2,1,1,0,0,0,0,0,0,1,1,35,5,3,1,0,13.100000000000001,1,1,0,1,1,28.0,1,0,0,0,0,0,1,1,0,0,9,4,1,0,1,4,3,2,0,34,5,1,3,4,0,25,5,1,1,68,1,23.6,3.1612467120315646,1728.1,7.454777818059946,0,0.0,,0.0,,1,39.45,3.6750340472918834,2674.25,7.89142424618624,1,16.25,2.7880929087757464,1055.0,6.961296045910167,0,0.0,,0.0,,1,1,1,4,0,1,1,0,1,1,19,1,1,1,1,1,1,1,1,0,0,0,0,536.11,336.00627240632474
5,5.0,1,56,5,14,2,2,0,3,2,0,31,3.4339872044851463,2,0.8999999999999999,0.17549099999999998,-1.7401675194424682,0.10350899999999999,-2.2680967135354733,0,3,1,12,2,2,1,1,0,0,0,0,0,0,1,1,24,4,4,1,1,18.1,1,0,0,1,1,16.0,1,0,0,0,0,0,1,1,1,0,9,4,0,1,1,4,1,1,1,14,4,3,3,1,0,9,3,0,3,26,1,10.1,2.312535423847214,271.2,5.60285655606624,1,17.5,2.8622008809294686,401.7,5.995705541365236,1,28.7,3.3568971227655755,694.7,6.543480097698835,1,15.0,2.70805020110221,375.0,5.926926025970411,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,28,1,1,1,0,0,1,0,0,1,0,0,0,327.75,288.2228228543773
2,2.0,0,43,4,14,2,2,1,1,1,0,32,3.4657359027997265,2,10.100000000000001,1.2281600000000001,0.20551711439714346,2.0038400000000003,0.6950653397158493,1,3,1,11,1,2,0,0,0,0,0,0,0,0,0,2,11,3,2,1,1,18.3,1,0,0,1,1,20.0,1,0,0,1,0,0,0,0,0,0,9,2,1,1,1,4,1,2,0,15,4,3,1,3,0,12,4,0,1,26,1,5.25,1.6582280766035324,114.85,4.743626929135107,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,1,1,0,0,0,0,0,489.96999999999997,329.76348235073044
1,1.0,0,53,5,10,1,4,0,29,5,0,82,4.406719247264253,4,4.8,0.8423039999999999,-0.17161428477027865,3.093696,1.1293664926370766,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,18,4,2,1,1,45.6,3,0,1,1,1,29.0,1,0,0,0,0,0,0,0,0,0,9,3,0,1,1,3,2,2,1,25,5,2,4,4,1,22,5,1,1,59,1,16.3,2.791165107812717,921.0,6.825460036255307,1,16.5,2.803360380906535,944.6,6.850761557462016,0,0.0,,0.0,,1,9.0,2.1972245773362196,510.0,6.234410725718371,0,0.0,,0.0,,0,0,0,0,0,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,406.21,456.0949952810598
4,2.0,1,36,4,12,2,5,0,8,3,0,54,3.9889840465642745,3,9.6,0.762048,-0.27174573315342726,4.421952,1.4865812275595156,0,1,1,11,1,2,1,1,0,0,0,0,0,0,1,1,4,2,2,1,0,31.1,2,0,0,1,1,24.0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,4,4,0,3,2,1,1,4,0,2,2,1,1,8,0,3.8,1.33500106673234,25.3,3.2308043957334744,1,20.5,3.0204248861443626,178.9,5.186826990514674,0,0.0,,0.0,,1,17.75,2.8763855159214247,125.0,4.8283137373023015,0,0.0,,0.0,,0,1,0,0,1,1,1,1,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,295.28,442.80347277384993
1,5.0,1,52,5,9,1,5,0,19,5,0,42,3.7376696182833684,2,3.0,0.47628000000000004,-0.7417493623991627,0.78372,-0.243703465279571,0,3,1,10,1,2,1,1,0,0,0,0,0,0,0,1,24,4,2,1,0,17.8,1,1,0,4,3,22.0,1,0,0,1,0,0,0,1,1,1,3,4,0,0,1,2,3,4,0,34,5,3,4,3,0,30,5,0,3,72,0,58.85,4.074991833706286,4276.15,8.360808351043229,0,0.0,,0.0,,0,0.0,,0.0,,1,22.25,3.1023420086122493,1515.0,7.323170717943469,0,0.0,,0.0,,1,0,0,0,1,1,0,0,0,1,21,1,1,1,0,1,0,0,0,1,0,0,0,224.48000000000002,344.26473667435914
4,5.0,0,44,4,17,4,6,0,13,4,0,58,4.060443010546419,3,7.5,0.90045,-0.10486064061617528,3.4495499999999995,1.2382437877533035,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,6,2,3,1,1,32.5,2,1,0,1,1,29.0,1,0,0,1,1,1,0,0,0,0,9,4,0,1,0,2,4,4,0,7,3,3,3,4,0,6,3,1,1,18,0,5.9,1.7749523509116738,110.5,4.705015520957808,0,0.0,,0.0,,1,26.65,3.2827891506118534,464.05,6.139992305041402,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,2,0,0,0,0,0,1,20,1,1,1,0,1,1,1,0,1,0,0,0,289.33000000000004,399.12589247404424
1,1.0,1,48,4,13,2,1,0,3,2,0,73,4.290459441148391,3,4.6,1.722654,0.5438661248439816,1.6353460000000002,0.49185440275580194,0,3,0,-1,-1,1,4,4,0,0,0,0,0,0,0,2,17,4,1,1,0,30.8,2,1,0,10,5,24.0,0,0,0,0,0,0,0,0,0,1,9,5,1,0,0,3,1,3,0,28,5,2,3,4,0,20,5,0,3,59,0,30.1,3.40452517175483,1778.0,7.48324441607385,1,25.25,3.228826155721369,1456.65,7.283894557708472,0,0.0,,0.0,,1,46.25,3.834061463958434,2510.0,7.828038032125829,1,28.25,3.34109345759245,1630.1,7.396396641612244,1,0,0,4,0,1,1,1,0,1,18,1,1,1,0,1,0,1,0,1,0,0,1,410.45000000000005,412.4945099324909
4,3.0,0,60,5,19,4,1,0,6,3,0,36,3.58351893845611,2,14.099999999999998,1.258848,0.23019701703498632,3.8171519999999997,1.3395045948198439,0,1,0,-1,-1,1,4,2,0,0,0,2,0,0,0,2,18,4,4,1,0,18.400000000000002,1,0,0,1,1,30.0,1,0,0,1,0,0,0,1,0,0,2,2,0,0,1,2,1,2,0,1,1,1,2,4,1,2,2,0,3,5,1,6.4,1.8562979903656263,34.85,3.551053137206533,0,0.0,,0.0,,1,29.45,3.3826939100975957,117.6,4.767289035464526,0,0.0,,0.0,,0,0.0,,0.0,,0,0,1,4,0,0,0,0,1,1,20,1,1,1,0,1,1,1,0,0,0,0,0,662.1500000000001,508.5479397548027
1,3.0,1,67,6,19,4,2,1,3,2,0,51,3.9318256327243257,3,6.7,1.189116,0.17321017392549212,2.2278840000000004,0.8010522560776708,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,21,4,3,1,1,33.2,2,1,1,1,1,23.0,1,0,0,0,0,0,0,1,0,0,1,4,0,1,0,2,3,4,0,30,5,3,1,2,0,20,5,0,2,62,1,26.1,3.261935314328648,1620.5,7.390490022581602,0,0.0,,0.0,,1,55.4,4.014579593753238,3509.6,8.163257349852005,1,23.25,3.1463051320333655,1465.0,7.289610521451167,1,44.0,3.784189633918261,2724.0,7.909856667269403,1,1,1,2,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,0,0,211.29,340.7030356146699
4,3.0,0,77,6,15,3,4,0,28,5,1,27,3.295836866004329,2,6.2,0.29797199999999996,-1.2107557566227685,1.376028,0.31920108814132647,0,4,1,12,2,2,0,0,0,0,0,0,0,0,1,2,46,5,1,0,1,6.7,1,0,0,1,1,29.0,1,0,0,0,0,0,0,1,0,0,9,2,1,0,1,2,4,4,0,38,5,3,1,2,0,28,5,1,2,70,0,28.45,3.34814816057234,2011.2,7.606486837835983,1,43.0,3.7612001156935624,3106.25,8.041171489844938,0,0.0,,0.0,,1,31.0,3.4339872044851463,2090.0,7.644919344958857,0,0.0,,0.0,,1,1,0,0,1,1,1,1,0,1,23,1,1,1,0,0,1,0,0,1,0,0,0,444.68,285.7502306454577
4,3.0,0,72,6,9,1,4,0,34,5,1,36,3.58351893845611,2,10.5,0.87696,-0.1312938976843308,2.90304,1.0657584637970314,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,1,1,16,4,0,-1,-1,-1.0,-1,-1,0,10,5,33.0,0,0,1,0,0,0,0,0,0,1,1,7,1,1,1,2,4,1,0,14,4,3,2,2,1,11,4,1,1,30,0,13.6,2.6100697927420065,411.55,6.019930519418653,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,132.27,339.00517509534274
3,3.0,1,44,4,19,4,2,0,1,1,0,59,4.07753744390572,3,5.8999999999999995,0.9816419999999999,-0.01852859921472171,2.499358,0.916033898895389,0,1,0,-1,-1,1,6,2,0,0,0,0,0,4,1,1,22,4,0,-1,-1,-1.0,-1,-1,0,5,3,26.0,0,1,0,1,1,0,0,1,0,0,9,3,0,1,0,3,1,2,0,21,5,4,3,3,0,14,4,0,1,48,1,8.45,2.134166441369082,423.9,6.049497578358592,0,0.0,,0.0,,0,0.0,,0.0,,1,12.75,2.5455312716044354,555.0,6.318968113746434,0,0.0,,0.0,,1,0,0,1,0,0,0,0,0,1,24,1,1,1,0,1,0,1,0,1,0,0,0,163.54,431.8328519424976
5,2.0,0,75,6,17,4,3,0,35,5,1,41,3.713572066704308,2,14.000000000000002,2.39358,0.8727901531481395,3.34642,1.2078911176998304,0,2,1,14,2,2,3,3,0,0,0,0,0,0,1,1,50,5,2,1,1,17.400000000000002,1,1,1,3,2,22.0,0,0,1,1,0,0,0,0,0,0,9,5,0,0,1,4,1,1,0,25,5,2,4,4,0,15,4,0,2,61,0,8.9,2.186051276738094,581.45,6.365524983739053,1,28.0,3.332204510175204,1717.45,7.448595911591226,0,0.0,,0.0,,1,37.5,3.624340932976365,2280.0,7.731930721948486,0,0.0,,0.0,,1,0,0,0,1,1,1,1,0,1,17,1,1,1,0,1,0,0,0,1,1,0,0,481.33,331.52383703989227
5,4.0,0,78,6,14,2,1,0,18,5,0,59,4.07753744390572,3,3.4000000000000004,0.529584,-0.635663486296077,1.4764160000000002,0.3896175292864831,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,39,5,1,1,0,28.400000000000002,2,0,1,4,3,25.0,0,0,1,1,1,0,0,0,0,0,9,4,1,0,0,2,2,4,0,38,5,4,3,1,0,25,5,0,2,71,0,18.45,2.915064370486536,1305.4,7.1742647862011175,1,25.25,3.228826155721369,1860.55,7.528627421921668,0,0.0,,0.0,,1,28.0,3.332204510175204,1890.0,7.5443321080536885,0,0.0,,0.0,,1,1,0,1,1,1,0,0,0,1,23,1,1,1,0,1,0,0,0,1,0,1,0,588.46,441.85788753674456
3,2.0,0,55,5,21,5,1,0,11,4,0,128,4.852030263919617,5,20.5,2.2828799999999996,0.8254378037483348,23.95712,3.1762655656887198,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,33,5,2,1,1,96.30000000000001,3,1,0,1,1,19.0,1,0,0,0,0,0,0,0,0,1,9,1,1,1,1,2,1,4,0,36,5,3,3,4,1,25,5,0,2,67,0,18.15,2.8986705607108596,1299.45,7.169696377004259,1,59.25,4.081765780015241,3973.75,8.287465512225012,1,71.7,4.272490747605575,4722.4,8.46007242392648,1,13.25,2.583997552432231,880.0,6.779921907472252,1,68.0,4.219507705176107,4506.6,8.413298267920021,1,1,1,2,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,1,0,0,0,384.02,505.97844709643743
2,1.0,0,29,3,16,3,3,0,4,2,0,54,3.9889840465642745,3,9.6,1.2026880000000002,0.18455905173414663,3.981312,1.3816114132155086,0,2,1,13,2,4,5,0,0,0,0,0,0,5,1,4,6,2,1,1,0,22.8,2,0,1,4,3,16.0,0,0,0,1,0,0,0,1,0,0,9,4,1,1,0,4,1,1,0,11,4,1,1,4,0,5,2,1,1,31,0,11.5,2.4423470353692043,386.15,5.956225895015272,0,0.0,,0.0,,1,31.9,3.462606009790799,921.0,6.825460036255307,0,0.0,,0.0,,1,18.15,2.8986705607108596,579.95,6.362941892927886,1,0,0,3,0,0,0,0,1,1,13,1,1,1,0,1,0,0,0,1,0,0,0,529.91,462.450381901446
2,2.0,1,43,4,8,1,1,1,8,3,0,44,3.784189633918261,2,10.6,1.944888,0.6652043918648556,2.719112,1.0003053564165465,0,5,0,-1,-1,1,8,1,0,0,0,0,0,7,1,1,12,3,1,1,1,18.0,1,0,0,4,3,27.0,0,1,0,1,0,0,0,1,0,0,9,6,1,0,1,3,3,1,0,7,3,2,2,2,0,6,3,1,1,29,0,5.45,1.6956156086751528,154.9,5.042779747422823,1,20.25,3.0081547935525483,616.25,6.4236527253569,0,0.0,,0.0,,1,40.75,3.7074558396868715,1235.0,7.118826249062078,0,0.0,,0.0,,0,0,0,0,1,1,1,0,0,1,25,1,1,1,0,0,0,0,0,0,0,0,0,472.08000000000004,362.0163991256655
3,3.0,0,18,2,13,2,3,0,0,1,0,15,2.70805020110221,1,10.9,0.51666,-0.6603702610460082,1.11834,0.11184544298963002,1,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,6.1000000000000005,1,0,0,1,1,30.0,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,2,4,2,0,1,1,3,2,2,0,1,1,1,1,2,1,4.05,1.3987168811184478,7.2,1.9740810260220096,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,24,0,1,0,0,0,1,1,0,0,0,0,0,117.66,264.19595663233525
2,2.0,0,28,3,16,3,1,0,0,1,0,17,2.833213344056216,1,2.1999999999999997,0.129778,-2.041929980602883,0.244222,-1.409677631273311,0,4,0,-1,-1,2,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,7.9,1,0,1,3,2,27.0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,1,3,2,4,0,10,3,1,3,1,0,6,3,0,3,17,0,6.95,1.9387416595767009,121.9,4.803201036487226,0,0.0,,0.0,,0,0.0,,0.0,,1,15.75,2.7568403652716422,215.0,5.3706380281276624,0,0.0,,0.0,,1,0,0,0,1,0,1,0,0,1,12,1,1,1,0,0,0,1,0,0,0,0,0,212.81,302.9795680271683
